Selected,"Cluttered (0, 1)",Unsure ,Unsure Criterion ,"Cluttered (0, 1)",Excluded ,,,,,,,,,,,,,,,,,,,,
kitchen/000068_2014-04-13_23-56-57_094959634447_rgbf000182-resize/image/0000182.jpg,0,kitchen/000846_2014-06-09_22-27-16_260595134347_rgbf000131-resize/image/0000131.jpg,lack of scene structure,0,furniture_store/000033_2014-05-26_14-51-07_260595134347_rgbf000133-resize/image/0000133.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000417_long_2014-06-09_22-31-57_260595134347_rgbf000657-resize/image/0000657.jpg,0,kitchen/001632_2014-06-20_11-42-10_260595134347_rgbf000125-resize/image/0000125.jpg,lack of scene structure,0,furniture_store/000034_2014-05-26_14-52-22_260595134347_rgbf000031-resize/image/0000031.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000419_2014-06-08_11-46-45_260595134347_rgbf000112-resize/image/0000112.jpg,0,library/000083_2014-05-14_21-39-38_260595134347_rgbf000151-resize/image/0000151.jpg,irregular angle/tilt,0,furniture_store/000035_2014-05-26_14-52-45_260595134347_rgbf000070-resize/image/0000070.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000423_2014-06-08_16-56-03_260595134347_rgbf000133-resize/image/0000133.jpg,0,library/000089_2014-05-14_21-46-22_260595134347_rgbf000114-resize/image/0000114.jpg,Conflicting mean depth,0,furniture_store/000039_2014-05-26_14-55-16_260595134347_rgbf000016-resize/image/0000016.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000424_2014-06-08_17-05-00_260595134347_rgbf000115-resize/image/0000115.jpg,0,library/001143_2014-06-17_15-24-23_260595134347_rgbf000102-resize/image/0000102.jpg,irregular angle,0,furniture_store/000042_2014-05-26_14-57-37_260595134347_rgbf000002-resize/image/0000002.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000425_2014-06-08_22-48-28_260595134347_rgbf000122-resize/image/0000122.jpg,0,library/001178_2014-06-17_15-47-11_260595134347_rgbf000124-resize/image/0000124.jpg,irregular angle,0,furniture_store/000044_2014-05-26_14-58-31_260595134347_rgbf000039-resize/image/0000039.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000429_2014-06-08_13-07-16_260595134347_rgbf000198-resize/image/0000198.jpg,0,library/001400_2014-06-19_16-12-11_260595134347_rgbf000067-resize/image/0000067.jpg,irregular angle,0,furniture_store/000046_2014-05-26_14-59-55_260595134347_rgbf000063-resize/image/0000063.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000431_2014-06-08_18-52-18_260595134347_rgbf000187-resize/image/0000187.jpg,0,library/001429_2014-06-19_16-50-18_260595134347_rgbf000155-resize/image/0000155.jpg,Conflicting mean depth,0,furniture_store/000047_2014-05-26_15-00-28_260595134347_rgbf000053-resize/image/0000053.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000432_2014-06-09_22-26-55_260595134347_rgbf000109-resize/image/0000109.jpg,0,library/002669_2014-06-13_16-04-12_094959634447_rgbf000151-resize/image/0000151.j,conflicting mean depth,0,furniture_store/000050_2014-05-26_15-02-42_260595134347_rgbf000151-resize/image/0000151.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000561_2014-06-09_22-46-31_260595134347_rgbf000098-resize/image/0000098.jpg,0,library/002674_2014-06-13_16-08-22_094959634447_rgbf000150-resize/image/0000150.jpg,Conflicting mean depth,0,furniture_store/000052_2014-05-26_15-04-25_260595134347_rgbf000069-resize/image/0000069.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000432_2014-06-09_22-26-55_260595134347_rgbf000109-resize/image/0000109.jpg,0,library/002681_2014-06-13_16-17-21_094959634447_rgbf000150-resize/image/0000150.jpg,Conflicting mean depth,0,/furniture_store/000053_2014-05-26_15-05-52_260595134347_rgbf000130-resize/image/0000130.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000586_2014-06-09_16-36-02_260595134347_rgbf000128-resize/image/0000128.jpg,0,library/002692_2014-06-13_16-33-04_094959634447_rgbf000151-resize/image/0000151.jpg,conflicting mean depth,0,furniture_store/000055_2014-05-26_15-06-33_260595134347_rgbf000123-resize/image/0000123.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000840_2014-06-08_16-19-48_260595134347_rgbf000125-resize/image/0000125.jpg,0,living_room/000066_2014-04-13_23-39-40_094959634447_rgbf000225-resize/image/0000225.jpg,conflicting mean depth,0,furniture_store/000200_2014-06-02_14-52-29_260595134347_rgbf000269-resize/image/0000269.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000919_2014-06-09_22-47-08_260595134347_rgbf000081-resize/image/0000081.jpg,0,living_room/000114_2014-05-16_20-11-45_260595134347_rgbf000150-resize/image/0000150.jpg,irregular angle,0,furniture_store/000202_2014-06-02_14-53-55_260595134347_rgbf000213-resize/image/0000213.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000930_2014-06-09_16-35-05_260595134347_rgbf000153-resize/image/0000153.jpg,0,living_room/001115_2014-06-15_17-29-29_260595134347_rgbf000134-resize/image/0000134.jpg,irregular angle,0,furniture_store/000203_2014-06-02_15-26-14_260595134347_rgbf000108-resize/image/0000108.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/000931_2014-06-09_16-35-34_260595134347_rgbf000137-resize/image/0000137.jpg,0,office/000131_2014-04-12_16-52-53_094959634447_rgbf000046-resize/image/0000046.jpg,human distraction,0,furniture_store/000204_2014-06-02_15-26-40_260595134347_rgbf000101-resize/image/0000101.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/002750_2014-06-22_19-08-03_094959634447_rgbf000094-resize/image/0000094.jpg,0,office/000376_2014-06-08_11-17-57_260595134347_rgbf000110-resize/image/0000110.jpg,conflicting mean depth,0,furniture_store/000205_2014-06-02_15-27-02_260595134347_rgbf000144-resize/image/0000144.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/002793_2014-06-22_19-37-50_094959634447_rgbf000074-resize/image/0000074.jpg,0,office/000575_2014-06-08_11-01-28_260595134347_rgbf000080-resize/image/0000080.jpg,conflicting mean depth,0,furniture_store/000206_2014-06-02_15-27-22_260595134347_rgbf000073-resize/image/0000073.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/002796_2014-06-22_19-39-46_094959634447_rgbf000098-resize/image/0000098.jpg,0,office/000632_2014-06-08_16-33-08_260595134347_rgbf000036-resize/image/0000036.jpg,conflicting mean depth,0,furniture_store/000207_2014-06-02_15-28-11_260595134347_rgbf000106-resize/image/0000106.jpg,,,,,,,,,,,,,,,,,,,,
kitchen/003105_2014-06-24_21-07-25_094959634447_rgbf000071-resize/image/0000071.jpg,1,office/000634_2014-06-08_16-38-14_260595134347_rgbf000105-resize/image/0000105.jpg,conflicting mean depth,0,furniture_store/000209_2014-06-02_15-29-16_260595134347_rgbf000097-resize/image/0000097.jpg,,,,,,,,,,,,,,,,,,,,
library/000079_2014-05-14_21-35-51_260595134347_rgbf000172-resize/image/0000172.jpg,0,office/000641_2014-06-08_16-58-42_260595134347_rgbf000138-resize/image/0000138.jpg,irregular angle,0,furniture_store/000211_2014-06-02_15-33-18_260595134347_rgbf000066-resize/image/0000066.jpg,,,,,,,,,,,,,,,,,,,,
library/000080_2014-05-14_21-36-38_260595134347_rgbf000132-resize/image/0000132.jpg,0,office/000644_2014-06-08_17-00-16_260595134347_rgbf000098-resize/image/0000098.jpg,conflicting mean depth,0,furniture_store/000212_2014-06-02_15-34-44_260595134347_rgbf000043-resize/image/0000043.jpg,,,,,,,,,,,,,,,,,,,,
library/000092_2014-05-14_21-48-51_260595134347_rgbf000151-resize/image/0000151.jpg,0,office/000668_2014-06-09_21-07-12_260595134347_rgbf000161-resize/image/0000161.jpg,conflicting mean depth,0,furniture_store/000213_2014-06-02_15-36-21_260595134347_rgbf000240-resize/image/0000240.jpg,,,,,,,,,,,,,,,,,,,,
library/000099_2014-05-14_21-56-17_260595134347_rgbf000150-resize/image/0000150.jpg,0,office/000693_2014-06-08_13-12-06_260595134347_rgbf000108-resize/image/0000108.jpg,conflicting mean depth,0,furniture_store/000217_2014-06-02_15-39-24_260595134347_rgbf000012-resize/image/0000012.jpg,,,,,,,,,,,,,,,,,,,,
library/000102_2014-05-14_22-00-49_260595134347_rgbf000150-resize/image/0000150.jpg,0,office/000698_2014-06-08_13-19-57_260595134347_rgbf000072-resize/image/0000072.jpg,conflicting mean depth,0,furniture_store/000219_2014-06-02_15-40-07_260595134347_rgbf000132-resize/image/0000132.jpg,,,,,,,,,,,,,,,,,,,,
library/000103_2014-05-14_22-01-17_260595134347_rgbf000152-resize/image/0000152.jpg,0,office/000704_2014-06-08_13-26-46_260595134347_rgbf000061-resize/image/0000061.jpg,conflicting mean depth,0,furniture_store/000220_2014-06-02_15-40-30_260595134347_rgbf000032-resize/image/0000032.jpg,,,,,,,,,,,,,,,,,,,,
library/001133_2014-06-17_14-49-16_260595134347_rgbf000100-resize/image/0000100.jpg,0,office/003113_2014-04-29_17-41-39_094959634447_rgbf000084-resize/image/0000084.jpg,lack of scene structure,0,furniture_store/000223_2014-06-02_15-41-43_260595134347_rgbf000022-resize/image/0000022.jpg,,,,,,,,,,,,,,,,,,,,
library/001134_2014-06-17_15-18-31_260595134347_rgbf000034-resize/image/0000034.jpg,0,office/001311_2014-06-16_16-36-13_260595134347_rgbf000182-resize/image/0000182.jpg,conflicting mean depth,0,furniture_store/000229_2014-06-02_15-45-14_260595134347_rgbf000088-resize/image/0000088.jpg,,,,,,,,,,,,,,,,,,,,
library/001137_2014-06-17_15-20-09_260595134347_rgbf000108-resize/image/0000108.jpg,0,office_kitchen/001312_2014-06-16_16-36-51_260595134347_rgbf000169-resize/image/0000169.jpg,lack of scene structure,0,furniture_store/000224_2014-06-02_15-42-06_260595134347_rgbf000047-resize/image/0000047.jpg,,,,,,,,,,,,,,,,,,,,
library/001140_2014-06-17_15-21-26_260595134347_rgbf000100-resize/image/0000100.jpg,0,,,,furniture_store/000225_2014-06-02_15-42-54_260595134347_rgbf000075-resize/image/0000075.jpg,,,,,,,,,,,,,,,,,,,,
library/001142_2014-06-17_15-24-05_260595134347_rgbf000071-resize/image/0000071.jpg,0,,,,furniture_store/000226_2014-06-02_15-43-22_260595134347_rgbf000060-resize/image/0000060.jpg,,,,,,,,,,,,,,,,,,,,
library/001144_2014-06-17_15-24-55_260595134347_rgbf000096-resize/image/0000096.jpg,0,,,,furniture_store/000227_2014-06-02_15-43-46_260595134347_rgbf000062-resize/image/0000062.jpg,,,,,,,,,,,,,,,,,,,,
library/001145_2014-06-17_15-25-19_260595134347_rgbf000096-resize/image/0000096.jpg,0,,,,furniture_store/000228_2014-06-02_15-44-17_260595134347_rgbf000022-resize/image/0000022.jpg,,,,,,,,,,,,,,,,,,,,
library/001148_2014-06-17_15-26-42_260595134347_rgbf000129-resize/image/0000129.jpg,0,,,,furniture_store/000232_2014-06-02_15-53-28_260595134347_rgbf000059-resize/image/0000059.jpg,,,,,,,,,,,,,,,,,,,,
library/001155_2014-06-17_15-30-16_260595134347_rgbf000061-resize/image/0000061.jpg,0,,,,furniture_store/000233_2014-06-02_15-53-53_260595134347_rgbf000262-resize/image/0000262.jpg,,,,,,,,,,,,,,,,,,,,
library/001170_2014-06-17_15-43-44_260595134347_rgbf000096-resize/image/0000096.jpg,0,,,,furniture_store/000234_2014-06-02_15-54-11_260595134347_rgbf000037-resize/image/0000037.jpg,,,,,,,,,,,,,,,,,,,,
library/001175_2014-06-17_15-45-55_260595134347_rgbf000129-resize/image/0000129.jpg,0,,,,furniture_store/000235_2014-06-02_15-54-31_260595134347_rgbf000101-resize/image/0000101.jpg,,,,,,,,,,,,,,,,,,,,
library/001179_2014-06-17_15-47-33_260595134347_rgbf000093-resize/image/0000093.jpg,0,,,,furniture_store/000236_2014-06-02_15-54-58_260595134347_rgbf000038-resize/image/0000038.jpg,,,,,,,,,,,,,,,,,,,,
library/001180_2014-06-17_15-50-31_260595134347_rgbf000117-resize/image/0000117.jpg,0,,,,furniture_store/000237_2014-06-02_15-55-24_260595134347_rgbf000041-resize/image/0000041.jpg,,,,,,,,,,,,,,,,,,,,
library/001182_2014-06-17_15-51-16_260595134347_rgbf000070-resize/image/0000070.jpg,0,,,,furniture_store/000238_2014-06-02_15-55-48_260595134347_rgbf000042-resize/image/0000042.jpg,,,,,,,,,,,,,,,,,,,,
library/001234_2014-06-17_16-35-24_260595134347_rgbf000103-resize/image/0000103.jpg,0,,,,furniture_store/000242_2014-06-02_15-58-52_260595134347_rgbf000049-resize/image/0000049.jpg,,,,,,,,,,,,,,,,,,,,
library/001243_2014-06-17_16-42-18_260595134347_rgbf000057-resize/image/0000057.jpg,0,,,,furniture_store/000243_2014-06-02_15-59-31_260595134347_rgbf000039-resize/image/0000039.jpg,,,,,,,,,,,,,,,,,,,,
library/001427_2014-06-19_16-49-12_260595134347_rgbf000035-resize/image/0000035.jpg,0,,,,furniture_store/000245_2014-06-02_16-06-25_260595134347_rgbf000036-resize/image/0000036.jpg,,,,,,,,,,,,,,,,,,,,
library/001430_2014-06-19_16-50-36_260595134347_rgbf000047-resize/image/0000047.jpg,0,,,,furniture_store/000246_2014-06-02_16-06-46_260595134347_rgbf000112-resize/image/0000112.jpg,,,,,,,,,,,,,,,,,,,,
library/001481_2014-06-19_17-34-40_260595134347_rgbf000038-resize/image/0000038.jpg,0,,,,furniture_store/000247_2014-06-02_16-07-03_260595134347_rgbf000058-resize/image/0000058.jpg,,,,,,,,,,,,,,,,,,,,
library/002670_2014-06-13_16-04-57_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000249_2014-06-02_16-08-33_260595134347_rgbf000071-resize/image/0000071.jpg,,,,,,,,,,,,,,,,,,,,
library/002671_2014-06-13_16-05-24_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000250_2014-06-02_16-08-52_260595134347_rgbf000034-resize/image/0000034.jpg,,,,,,,,,,,,,,,,,,,,
library/002672_2014-06-13_16-06-56_094959634447_rgbf000153-resize/image/0000153.jpg,0,,,,furniture_store/000251_2014-06-02_16-10-03_260595134347_rgbf000045-resize/image/0000045.jpg,,,,,,,,,,,,,,,,,,,,
library/002673_2014-06-13_16-07-38_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000252_2014-06-02_16-10-03_260595134347_rgbf000177-resize/image/0000177.jpg,,,,,,,,,,,,,,,,,,,,
library/002675_2014-06-13_16-08-49_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000253_2014-06-02_16-10-03_260595134347_rgbf000332-resize/image/0000332.jpg,,,,,,,,,,,,,,,,,,,,
library/002676_2014-06-13_16-09-53_094959634447_rgbf000153-resize/image/0000153.jpg,0,,,,furniture_store/000254_2014-06-02_16-10-47_260595134347_rgbf000013-resize/image/0000013.jpg,,,,,,,,,,,,,,,,,,,,
library/002677_2014-06-13_16-10-40_094959634447_rgbf000120-resize/image/0000120.jpg,0,,,,furniture_store/000255_2014-06-02_16-10-47_260595134347_rgbf000185-resize/image/0000185.jpg,,,,,,,,,,,,,,,,,,,,
library/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000256_2014-06-02_14-59-47_260595134347_rgbf000082-resize/image/0000082.jpg,,,,,,,,,,,,,,,,,,,,
library/002683_2014-06-13_16-18-49_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000257_2014-06-02_15-13-49_260595134347_rgbf000045-resize/image/0000045.jpg,,,,,,,,,,,,,,,,,,,,
library/002684_2014-06-13_16-19-27_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000258_2014-06-02_15-15-21_260595134347_rgbf000061-resize/image/0000061.jpg,,,,,,,,,,,,,,,,,,,,
library/002687_2014-06-13_16-21-55_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000259_2014-06-02_15-15-59_260595134347_rgbf000077-resize/image/0000077.jpg,,,,,,,,,,,,,,,,,,,,
library/002691_2014-06-13_16-31-07_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000260_2014-06-02_15-21-25_260595134347_rgbf000158-resize/image/0000158.jpg,,,,,,,,,,,,,,,,,,,,
library/002694_2014-06-13_16-35-17_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000262_2014-06-02_15-14-52_260595134347_rgbf000152-resize/image/0000152.jpg,,,,,,,,,,,,,,,,,,,,
library/002870_2014-06-01_15-16-29_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000263_2014-06-02_14-42-31_260595134347_rgbf000012-resize/image/0000012.jpg,,,,,,,,,,,,,,,,,,,,
library/002879_2014-06-03_17-35-40_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000264_2014-06-02_14-54-29_260595134347_rgbf000033-resize/image/0000033.jpg,,,,,,,,,,,,,,,,,,,,
library/002881_2014-06-03_17-37-20_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000265_2014-06-02_14-54-55_260595134347_rgbf000161-resize/image/0000161.jpg,,,,,,,,,,,,,,,,,,,,
library/002890_2014-06-03_17-52-46_094959634447_rgbf000203-resize/image/0000203.jpg,0,,,,furniture_store/000266_2014-06-02_14-55-57_260595134347_rgbf000147-resize/image/0000147.jpg,,,,,,,,,,,,,,,,,,,,
library/002892_2014-06-03_17-54-31_094959634447_rgbf000170-resize/image/0000170.jpg,0,,,,furniture_store/000267_2014-06-02_14-56-29_260595134347_rgbf000012-resize/image/0000012.jpg,,,,,,,,,,,,,,,,,,,,
library/002894_2014-06-03_17-56-17_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000264_2014-06-02_14-54-29_260595134347_rgbf000033-resize/image/0000033.jpg,,,,,,,,,,,,,,,,,,,,
library/002895_2014-06-03_17-56-53_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000268_2014-06-02_14-57-50_260595134347_rgbf000050-resize/image/0000050.jpg,,,,,,,,,,,,,,,,,,,,
library/002898_2014-06-03_17-58-13_094959634447_rgbf000062-resize/image/0000062.jpg,0,,,,furniture_store/000269_2014-06-02_14-59-23_260595134347_rgbf000037-resize/image/0000037.jpg,,,,,,,,,,,,,,,,,,,,
library/002900_2014-06-03_18-01-15_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000275_2014-06-02_15-23-02_260595134347_rgbf000029-resize/image/0000029.jpg,,,,,,,,,,,,,,,,,,,,
library/002901_2014-06-03_18-01-52_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000276_2014-06-02_15-23-42_260595134347_rgbf000021-resize/image/0000021.jpg,,,,,,,,,,,,,,,,,,,,
library/002905_2014-06-03_18-04-43_094959634447_rgbf000151-resize/image/0000151.jpg,0,,,,furniture_store/000277_2014-06-02_15-24-27_260595134347_rgbf000026-resize/image/0000026.jpg,,,,,,,,,,,,,,,,,,,,
library/002906_2014-06-03_18-05-12_094959634447_rgbf000150-resize/image/0000150.jpg,0,,,,furniture_store/000279_2014-06-02_16-12-40_260595134347_rgbf000040-resize/image/0000040.jpg,,,,,,,,,,,,,,,,,,,,
living_room/000108_2014-04-14_00-04-29_094959634447_rgbf000114-resize/image/0000114.jpg,0,,,,furniture_store/000280_2014-06-02_16-13-06_260595134347_rgbf000064-resize/image/0000064.jpg,,,,,,,,,,,,,,,,,,,,
living_room/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize/image/0000035.jpg,0,,,,furniture_store/000281_2014-06-02_16-13-49_260595134347_rgbf000032-resize/image/0000032.jpg,,,,,,,,,,,,,,,,,,,,
living_room/003109_2014-06-24_21-08-48_094959634447_rgbf000082-resize/image/0000082.jpg,0,,,,furniture_store/000282_2014-06-02_16-14-18_260595134347_rgbf000069-resize/image/0000069.jpg,,,,,,,,,,,,,,,,,,,,
living_room/003093_2014-06-24_21-02-04_094959634447_rgbf000063-resize/image/0000063.jpg,0,,,,/furniture_store/000283_2014-06-02_16-14-52_260595134347_rgbf000017-resize/image/0000017.jpg,,,,,,,,,,,,,,,,,,,,
living_room/002059_2014-06-24_21-03-23_260595134347_rgbf000055-resize/image/0000055.jpg,0,,,,furniture_store/000284_2014-06-02_16-15-46_260595134347_rgbf000019-resize/image/0000019.jpg,,,,,,,,,,,,,,,,,,,,
living_room/002058_2014-06-24_21-00-42_260595134347_rgbf000040-resize/image/0000040.jpg,0,,,,furniture_store/000285_2014-06-02_16-16-14_260595134347_rgbf000065-resize/image/0000065.jpg,,,,,,,,,,,,,,,,,,,,
living_room/002052_2014-06-24_20-58-22_260595134347_rgbf000070-resize/image/0000070.jpg,0,,,,furniture_store/000286_2014-06-02_16-16-45_260595134347_rgbf000048-resize/image/0000048.jpg,,,,,,,,,,,,,,,,,,,,
living_room/001113_2014-06-15_17-28-21_260595134347_rgbf000126-resize/image/0000126.jpg,0,,,,furniture_store/000287_2014-06-02_16-17-53_260595134347_rgbf000026-resize/image/0000026.jpg,,,,,,,,,,,,,,,,,,,,
living_room/001109_2014-06-15_17-24-58_260595134347_rgbf000147-resize/image/0000147.jpg,0,,,,furniture_store/000288_2014-06-02_16-19-10_260595134347_rgbf000125-resize/image/0000125.jpg,,,,,,,,,,,,,,,,,,,,
living_room/001108_2014-06-15_17-24-15_260595134347_rgbf000135-resize/image/0000135.jpg,0,,,,furniture_store/000289_2014-06-02_15-21-58_260595134347_rgbf000476-resize/image/0000476.jpg,,,,,,,,,,,,,,,,,,,,
living_room/000832_2014-06-04_19-51-00_260595134347_rgbf000036-resize/image/0000036.jpg,0,,,,furniture_store/000290_2014-06-02_15-23-22_260595134347_rgbf000127-resize/image/0000127.jpg,,,,,,,,,,,,,,,,,,,,
living_room/000826_2014-06-04_19-28-07_260595134347_rgbf000119-resize/image/0000119.jpg,0,,,,furniture_store/000291_2014-06-02_15-24-04_260595134347_rgbf000056-resize/image/0000056.jpg,,,,,,,,,,,,,,,,,,,,
